id,country,shipment_mode,scheduled_delivery_date,delivered_to_client_date,product_group,sub_classification,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,weight_kilograms,freight_cost_usd,dosage
53002,Rwanda,Air,29-Jun-12,29-Jun-12,ARV,Adult,30,1467,29340.0,20.0,0.67,114,4822.01,400mg
53064,Kenya,Air,10-Feb-11,10-Feb-11,HRDT,HIV test,100,1,89.0,89.0,0.89,1370,14515.01,
53106,Haiti,Ocean,2-Sep-13,2-Sep-13,ARV,Pediatric,60,1393,6407.8,4.6,0.08,See ASN-19819 (ID#:13739),See ASN-19819 (ID#:13739),60/30mg
53108,Rwanda,Air,4-Apr-14,4-Apr-14,ARV,Pediatric,30,924,1755.6,1.9,0.06,45,1411.52,50mg
53226,Tanzania,Air,27-Jun-11,27-Jun-11,HRDT,HIV test,25,10000,200000.0,20.0,0.8,3334,23489.63,
53659,Zambia,Air,5-Jun-13,6-Jun-13,HRDT,HIV test,100,2910,232800.0,80.0,0.8,2910,21684.99,
53233,South Africa,Truck,31-May-10,31-May-10,ARV,Pediatric,60,10,164.62,16.46,0.27,Weight Captured Separately,Freight Included in Commodity Cost,100mg
53234,Côte d'Ivoire,Air,4-Jun-13,4-Jun-13,HRDT,HIV test,100,2945,235600.0,80.0,0.8,1280,125.42,
53254,South Africa,Truck,29-Aug-14,29-Aug-14,ARV,Pediatric,240,135,3650.16,27.04,0.11,Weight Captured Separately,Freight Included in Commodity Cost,20mg/ml
53272,Nigeria,Air,24-Jan-14,24-Jan-14,HRDT,HIV test,20,31842,1018944.0,32.0,1.6,9312,77833.24,
53281,Tanzania,Air,5-Oct-11,5-Oct-11,HRDT,HIV test,20,450,14400.0,32.0,1.6,149,2242.31,
53292,Kenya,Air,10-Feb-11,10-Feb-11,HRDT,HIV test,100,2849,253561.0,89.0,0.89,783,9162.21,
53327,Mali,Air,19-Mar-14,19-Mar-14,HRDT,HIV test,100,431,34480.0,80.0,0.8,186,5346.38,
53338,South Africa,Ocean,8-Dec-10,8-Dec-10,ARV,Adult,60,77143,565458.19,7.33,0.12,3894,3161.68,300mg
53349,Guyana,Air,18-Jun-12,18-Jun-12,HRDT,HIV test,100,300,30000.0,100.0,1.0,137,3825.21,
53371,Zambia,Air,16-Aug-12,16-Aug-12,HRDT,HIV test,20,7280,232960.0,32.0,1.6,2391,25818.23,
53421,South Africa,Truck,4-Jun-10,4-Jun-10,ARV,Adult,60,200,1213.75,6.07,0.1,Weight Captured Separately,Freight Included in Commodity Cost,20mg
53532,Tanzania,Air,7-Dec-12,7-Dec-12,HRDT,HIV test,100,2744,219520.0,80.0,0.8,1303,22223.95,
53556,Tanzania,Air,21-Nov-13,21-Nov-13,ARV,Adult,60,19000,216600.0,11.4,0.19,1909,9612.49,300mg
53560,Nigeria,Air,7-Nov-13,8-Nov-13,HRDT,HIV test,100,3038,270382.0,89.0,0.89,1234,21084.84,
53591,Ethiopia,Air,25-Apr-12,25-Apr-12,HRDT,HIV test,20,165,5280.0,32.0,1.6,138,794.72,
53616,Haiti,Ocean,2-Sep-13,2-Sep-13,ARV,Pediatric,240,1932,2762.76,1.43,0.01,See ASN-19819 (ID#:13739),See ASN-19819 (ID#:13739),10mg/ml
53618,South Africa,Ocean,4-Jan-12,4-Jan-12,ARV,Adult,60,6155,91894.15,14.93,0.25,590,146.5,300mg
53625,Uganda,Air,14-Feb-12,14-Feb-12,ARV,Adult,60,231,21136.5,91.5,1.52,23,250,400mg
53650,South Africa,Truck,14-May-10,14-May-10,ARV,Pediatric,240,40,656.64,16.42,0.07,Weight Captured Separately,Freight Included in Commodity Cost,20mg/ml
53665,Côte d'Ivoire,Air,16-Apr-14,16-Apr-14,ARV,Pediatric,300,600,18492.0,30.82,0.1,554,5848.39,80/20mg/ml
53675,South Africa,Ocean,7-Dec-11,7-Dec-11,ARV,Pediatric,240,9960,20517.6,2.06,0.01,3670,9021.5,10mg/ml
53683,South Africa,Truck,19-Oct-09,19-Oct-09,ARV,Adult,30,140,3996.98,28.55,0.95,Weight Captured Separately,Freight Included in Commodity Cost,400mg
53691,Côte d'Ivoire,Air,7-Oct-14,7-Oct-14,HRDT,HIV test,100,1470,117600.0,80.0,0.8,595,7651.46,
53738,South Africa,Truck,29-Dec-09,29-Dec-09,ARV,Pediatric,200,120,866.06,7.22,0.04,Weight Captured Separately,Freight Included in Commodity Cost,10mg/ml
53759,Vietnam,Air,10-Mar-15,10-Mar-15,ARV,Adult,60,5600,10080.0,1.8,0.03,606,1328.13,150mg
53775,Zambia,Air,20-Dec-11,20-Dec-11,HRDT,HIV test,100,2884,230720.0,80.0,0.8,1374,25052.44,
53822,Guyana,Air,6-Oct-10,6-Oct-10,HRDT,HIV test,20,1686,53952.0,32.0,1.6,564,5806.53,
53852,South Africa,Truck,16-Apr-13,16-Apr-13,ARV,Pediatric,90,545,13007.18,23.87,0.27,Weight Captured Separately,Freight Included in Commodity Cost,200mg
53877,Ethiopia,Ocean,21-Sep-11,21-Sep-11,ARV,Adult,120,13703,460420.8,33.6,0.28,3476,11729.82,200/50mg
53878,"Congo, DRC",Air,2-Jul-15,2-Jul-15,HRDT,HIV test,20,40,1280.0,32.0,1.6,See ASN-31750 (ID#:19272),See ASN-31750 (ID#:19272),
53922,South Sudan,Air,2-Jul-15,7-Jul-15,HRDT,HIV test - Ancillary,1,15,75.0,5.0,5.0,Weight Captured Separately,Invoiced Separately,
53945,South Africa,Truck,13-Jan-14,13-Jan-14,ARV,Pediatric,240,446,10825.73,24.27,0.1,Weight Captured Separately,Freight Included in Commodity Cost,20mg/ml
53958,South Africa,Truck,28-Nov-14,28-Nov-14,ARV,Adult,30,11,240.14,21.83,0.73,Weight Captured Separately,Freight Included in Commodity Cost,200/300mg
53971,Lesotho,Air,7-May-14,7-May-14,HRDT,HIV test,20,2500,80000.0,32.0,1.6,Weight Captured Separately,Invoiced Separately,
53981,South Africa,Truck,16-Apr-13,16-Apr-13,ARV,Pediatric,240,220,7811.75,35.51,0.15,Weight Captured Separately,Freight Included in Commodity Cost,20mg/ml
53989,South Sudan,Air,24-Jan-14,24-Jan-14,HRDT,HIV test,100,350,31150.0,89.0,0.89,See ASN-22749 (ID#:45723),See ASN-22749 (ID#:45723),
53997,Nigeria,Air,12-Dec-12,12-Dec-12,ARV,Adult,30,37927,853357.5,22.5,0.75,5059,25732.17,300/100mg
54019,Zambia,Ocean,25-Feb-14,25-Feb-14,ARV,Adult,30,77654,916317.2,11.8,0.39,8725,54417.75,600/200/300mg
54035,Haiti,Air,4-Oct-12,4-Oct-12,ARV,Adult,30,48,960.0,20.0,0.67,4,970.79,400mg
54045,Vietnam,Air,2-Aug-10,2-Aug-10,ARV,Adult,336,20,6137.6,306.88,0.91,57,5795.92,100mg
54064,South Africa,Truck,6-Feb-14,6-Feb-14,ARV,Adult,60,94,6070.54,64.58,1.08,Weight Captured Separately,Freight Included in Commodity Cost,300mg
54100,Vietnam,Air,31-Mar-15,31-Mar-15,ARV,Adult,120,9000,547200.0,60.8,0.51,2235,5134.12,200/50mg
54150,South Africa,Air,1-Jun-10,4-Jun-10,ARV,Adult,30,54000,252180.0,4.67,0.16,4568,6105.79,600mg
54180,Vietnam,Air,1-Oct-09,1-Oct-09,ARV,Adult,120,1400,115080.0,82.2,0.68,209,954.38,200/50mg
54208,Vietnam,Air,20-Jun-12,20-Jun-12,ARV,Pediatric,60,300,2100.0,7.0,0.12,81,541.75,25mg
54243,Namibia,Air,29-Sep-14,29-Sep-14,ARV,Adult,30,36000,378000.0,10.5,0.35,4171,20371.77,600/200/300mg
54246,South Africa,Truck,16-Apr-13,16-Apr-13,ARV,Adult,60,53,1337.93,25.24,0.42,Weight Captured Separately,Freight Included in Commodity Cost,300mg
54248,South Africa,Air,9-Feb-11,17-Mar-11,ARV,Pediatric,240,12000,120240.0,10.02,0.04,Weight Captured Separately,12474.06,20mg/ml
54251,Guyana,Air,19-Oct-12,19-Oct-12,ARV,Adult,120,954,22896.0,24.0,0.2,243,2492.47,200/50mg
54265,Tanzania,Air,27-Jun-11,27-Jun-11,ARV,Adult,30,772,18273.24,23.67,0.79,See ASN-10811 (ID#:17259),See ASN-10811 (ID#:17259),400mg
54271,Haiti,Air,21-Dec-10,21-Dec-10,HRDT,HIV test,100,2500,244200.0,97.68,0.98,568,5631.87,
54280,Côte d'Ivoire,Air,20-May-15,20-May-15,HRDT,HIV test,100,5750,460000.0,80.0,0.8,3374,24821.13,
54296,South Africa,Ocean,1-Feb-11,1-Feb-11,ARV,Adult,30,32083,144694.33,4.51,0.15,2808,630.5,600mg
54304,Mozambique,Air,24-Dec-12,24-Dec-12,HRDT,HIV test,20,23,736.0,32.0,1.6,8,558.46,
54312,South Africa,Truck,27-Aug-14,27-Aug-14,ARV,Adult,30,14,472.13,33.72,1.12,Weight Captured Separately,Freight Included in Commodity Cost,200/300mg
54348,Tanzania,Air,31-Dec-12,31-Dec-12,HRDT,HIV test,100,1568,125440.0,80.0,0.8,678,12950.74,
54385,South Africa,Truck,24-Aug-15,24-Aug-15,ARV,Pediatric,90,47,857.74,18.25,0.2,Weight Captured Separately,Freight Included in Commodity Cost,200mg
54440,South Africa,Air,13-Oct-10,13-Oct-10,ARV,Adult,30,72558,567403.56,7.82,0.26,4942,3646.13,300mg
54461,Rwanda,Air,30-Mar-12,30-Mar-12,ARV,Adult,30,754,9802.0,13.0,0.43,See ASN-14125 (ID#:22658),See ASN-14125 (ID#:22658),250mg
54465,Mozambique,Air,20-Mar-13,20-Mar-13,HRDT,HIV test,100,2928,234240.0,80.0,0.8,1325,13303.36,
54471,Nigeria,Air,5-Aug-15,5-Aug-15,ARV,Adult,30,11440,205920.0,18.0,0.6,Weight Captured Separately,Invoiced Separately,300/100mg
54487,Mozambique,Air,2-May-14,30-May-14,HRDT,HIV test,100,5102,408160.0,80.0,0.8,3543,13789.73,
54501,Tanzania,Air,15-Jul-14,15-Jul-14,HRDT,HIV test,100,350,28000.0,80.0,0.8,144,2631.39,
54513,South Africa,Truck,28-Dec-09,28-Dec-09,ARV,Adult,60,3200,19098.79,5.97,0.1,Weight Captured Separately,Freight Included in Commodity Cost,150mg
54529,South Africa,Truck,10-Dec-14,10-Dec-14,ARV,Pediatric,90,77,1608.43,20.89,0.23,Weight Captured Separately,Freight Included in Commodity Cost,200mg
54536,Nigeria,Air,21-May-10,21-May-10,ARV,Adult,270,11,1062.3,96.57,0.36,6,2502.05,200mg
54542,Vietnam,Air,6-Jun-14,6-Jun-14,ARV,Adult,60,6600,14850.0,2.25,0.04,657,1192.25,200mg
54545,South Africa,Air,9-Jun-10,9-Jun-10,ARV,Adult,60,38400,112128.0,2.92,0.05,4528,6369.79,200mg
54562,Kenya,Air,20-Sep-10,20-Sep-10,HRDT,HIV test,20,1515,48480.0,32.0,1.6,518,4851,
54579,South Africa,Truck,16-Apr-13,16-Apr-13,ARV,Adult,60,1021,7656.67,7.5,0.12,Weight Captured Separately,Freight Included in Commodity Cost,150mg
54635,Côte d'Ivoire,Air,9-Mar-12,9-Mar-12,ARV,Adult,60,2080,58240.0,28.0,0.47,316,3095.28,300/150/300mg
54661,Malawi,Air,30-Oct-13,30-Oct-13,HRDT,HIV test,100,260,20800.0,80.0,0.8,109,2384.79,
54666,Uganda,Air,22-Jan-14,22-Jan-14,ARV,Adult,30,8215,110820.35,13.49,0.45,805,1003.18,600/300mg
54676,South Africa,Air,11-Jun-10,11-Jun-10,ARV,Adult,60,67120,169813.6,2.53,0.04,3230,4116.81,150mg
54679,Kenya,Air,28-Feb-13,28-Feb-13,HRDT,HIV test,100,7435,661715.0,89.0,0.89,1479,91.67,
54729,Nigeria,Air,23-Dec-13,10-Dec-13,HRDT,HIV test,100,5983,532487.0,89.0,0.89,2425,39069.63,
54744,Vietnam,Air,3-Sep-13,3-Sep-13,ARV,Adult,60,4000,9000.0,2.25,0.04,See ASN-20555 (ID#:25809),See ASN-20555 (ID#:25809),200mg
54753,South Africa,Truck,16-Apr-13,16-Apr-13,ARV,Pediatric,30,131,398.4,3.04,0.1,Weight Captured Separately,Freight Included in Commodity Cost,50mg
54755,Zimbabwe,Air,21-Nov-11,21-Nov-11,ARV,Pediatric,60,5625,43368.75,7.71,0.13,665,7549.41,100/25mg
54770,South Africa,Truck,13-Jan-14,13-Jan-14,ARV,Adult,120,133,3075.65,23.13,0.19,Weight Captured Separately,Freight Included in Commodity Cost,200/50mg
54780,Haiti,Air,7-Oct-09,7-Oct-09,HRDT,HIV test,100,200,70000.0,350.0,3.5,480,9334.68,
54781,Nigeria,Air,7-Jul-15,7-Jul-15,ARV,Pediatric,60,2890,17166.6,5.94,0.1,Weight Captured Separately,Invoiced Separately,100/25mg
54792,Rwanda,Air,18-Feb-15,18-Feb-15,HRDT,HIV test,1,4099,100425.5,24.5,24.5,2733,36060,
54827,South Africa,Truck,12-May-15,12-May-15,ARV,Pediatric,30,3,6.49,2.16,0.07,Weight Captured Separately,Freight Included in Commodity Cost,50mg
54828,Rwanda,Air,16-Aug-12,16-Aug-12,ARV,Adult,30,131704,683543.76,5.19,0.17,10818,119695.66,300/300mg
54829,Vietnam,Air,15-Nov-12,15-Nov-12,ARV,Adult,60,1475,9735.0,6.6,0.11,96,678.83,300mg
54840,Nigeria,Air,9-Jan-13,8-Jan-13,HRDT,HIV test,100,2744,244216.0,89.0,0.89,1186,24927.19,
54934,South Africa,Truck,24-Aug-15,24-Aug-15,ARV,Adult,30,6,71.03,11.84,0.39,Weight Captured Separately,Freight Included in Commodity Cost,250mg
54952,Ethiopia,Air,21-May-10,21-May-10,ARV,Adult,30,3000,39000.0,13.0,0.43,201,1120.57,250mg
54955,South Africa,Truck,12-May-10,12-May-10,ARV,Pediatric,240,20,310.55,15.53,0.06,Weight Captured Separately,Freight Included in Commodity Cost,10mg/ml
54956,South Africa,Truck,31-May-10,31-May-10,ARV,Adult,60,450,10244.69,22.77,0.38,Weight Captured Separately,Freight Included in Commodity Cost,200mg
54957,Vietnam,Air,7-Oct-14,7-Oct-14,ARV,Adult,30,100,2326.0,23.26,0.78,Weight Captured Separately,Invoiced Separately,100mg
54960,South Africa,Truck,7-Feb-14,7-Feb-14,ARV,Adult,60,4,120.98,30.24,0.5,Weight Captured Separately,Freight Included in Commodity Cost,150/200/30mg
54965,Kenya,Air,12-Nov-10,12-Nov-10,HRDT,HIV test,100,1,89.0,89.0,0.89,1233,13753.58,
54973,Côte d'Ivoire,Ocean,23-Mar-12,23-Mar-12,ARV,Adult,120,14420,444424.4,30.82,0.26,Weight Captured Separately,Invoiced Separately,200/50mg
54984,Tanzania,Air,21-Nov-13,21-Nov-13,ARV,Pediatric,60,2736,16251.84,5.94,0.1,328,3940.54,100/25mg
54986,Nigeria,Air,12-Oct-11,12-Oct-11,HRDT,HIV test,20,1301,37729.0,29.0,1.45,376,2162.26,
55009,South Africa,Truck,19-Feb-15,19-Feb-15,ARV,Adult,60,3,93.57,31.19,0.52,Weight Captured Separately,Freight Included in Commodity Cost,150/300mg
55017,Tanzania,Ocean,23-Oct-13,23-Oct-13,ARV,Adult,30,163929,2047473.21,12.49,0.42,21675,20312.64,600/200/300mg
55018,Uganda,Air,14-Dec-12,14-Dec-12,ARV,Adult,120,312,20779.2,66.6,0.55,See ASN-17430 (ID#:24384),See ASN-17430 (ID#:24384),300mg
55030,Côte d'Ivoire,Air,27-Oct-10,27-Oct-10,ARV,Adult,30,2000,100800.0,50.4,1.68,269,1315.14,600/200/300mg
55049,Uganda,Air,23-Jul-12,18-Jul-12,ARV,Adult,30,54383,184902.2,3.4,0.11,4668,20869.6,600mg
55050,Rwanda,Air,11-Jan-11,11-Jan-11,ARV,Adult,30,2094,9067.02,4.33,0.14,Weight Captured Separately,Freight Included in Commodity Cost,600mg
55053,Guyana,Air,1-Jul-13,1-Jul-13,ARV,Adult,60,10,13.0,1.3,0.02,1,618.89,15mg
55064,Ethiopia,Air,24-Jun-15,24-Jun-15,HRDT,HIV test,20,170,5440.0,32.0,1.6,58,143.57,
55072,Nigeria,Air,7-Nov-13,7-Nov-13,HRDT,HIV test,100,3053,271717.0,89.0,0.89,1240,20705.23,
55083,South Africa,Truck,10-Dec-14,10-Dec-14,ARV,Adult,30,4,54.01,13.5,0.45,Weight Captured Separately,Freight Included in Commodity Cost,250mg
55085,Rwanda,Ocean,27-Aug-12,27-Aug-12,ARV,Pediatric,240,7840,13720.0,1.75,0.01,2995,20193.21,10mg/ml
55087,Nigeria,Air,30-Apr-15,30-Apr-15,HRDT,HIV test,20,1620,51840.0,32.0,1.6,Weight Captured Separately,Invoiced Separately,
55093,South Africa,Truck,29-Aug-14,29-Aug-14,ARV,Pediatric,30,99,328.31,3.32,0.11,Weight Captured Separately,Freight Included in Commodity Cost,50mg
55138,South Sudan,Air,8-May-15,8-May-15,HRDT,HIV test,20,450,14400.0,32.0,1.6,See ASN-31129 (ID#:40205),See ASN-31129 (ID#:40205),
55159,Zambia,Air,28-Jan-10,28-Jan-10,HRDT,HIV test,100,1820,131040.0,72.0,0.72,See ASN-5853 (ID#:24427),See ASN-5853 (ID#:24427),
55160,South Africa,Truck,29-Oct-09,29-Oct-09,ARV,Adult,60,1600,41783.61,26.11,0.44,Weight Captured Separately,Freight Included in Commodity Cost,300mg
55180,Uganda,Air,4-May-10,4-May-10,ARV,Adult,120,100,3616.0,36.16,0.3,36,1084.27,200/50mg
55188,Tanzania,Air,9-Feb-12,9-Feb-12,HRDT,HIV test,20,450,14400.0,32.0,1.6,148,1938.15,
55206,Pakistan,Air,20-Jul-12,20-Jul-12,HRDT,HIV test,100,4484,358720.0,80.0,0.8,2134,32272,
55220,South Africa,Truck,12-May-15,12-May-15,ARV,Adult,60,20,256.48,12.82,0.21,Weight Captured Separately,Freight Included in Commodity Cost,200mg
55225,South Africa,Air,7-Sep-10,17-Nov-10,ARV,Adult,30,31680,147945.6,4.67,0.16,2970,4263.08,600mg
55238,Vietnam,Air,16-May-12,16-May-12,ARV,Adult,60,368,4784.0,13.0,0.22,See ASN-14517 (ID#:44737),See ASN-14517 (ID#:44737),300mg
55253,South Africa,Air,8-Dec-10,8-Dec-10,ARV,Adult,60,26400,77088.0,2.92,0.05,3113,5159.33,200mg
55297,Vietnam,Air,20-Sep-10,20-Sep-10,ARV,Adult,60,100,1574.0,15.74,0.26,10,3896.68,300mg
55304,Vietnam,Air,7-Sep-15,7-Sep-15,ARV,Adult,30,15284,145198.0,9.5,0.32,See ASN-33143 (ID#:42190),See ASN-33143 (ID#:42190),600/300/300mg
55322,South Africa,Air,7-Sep-10,27-Oct-10,ARV,Adult,30,31680,147945.6,4.67,0.16,2970,4263.07,600mg
55331,South Africa,Air,1-Jun-10,8-Jun-10,ARV,Adult,30,53916,251787.72,4.67,0.16,4561,6105.79,600mg
55376,Vietnam,Air,25-Feb-11,25-Feb-11,ARV,Adult,336,18,3717.18,206.51,0.61,55,3785.84,100mg
55401,Tanzania,Air,21-Nov-13,21-Nov-13,ARV,Pediatric,300,264,8136.48,30.82,0.1,257,2160.36,80/20mg/ml
55453,Rwanda,Air,18-Feb-15,18-Feb-15,HRDT,HIV test,20,369,11808.0,32.0,1.6,115,1729.95,
55474,Côte d'Ivoire,Air,18-Dec-09,18-Dec-09,ARV,Adult,30,5320,268128.0,50.4,1.68,464,30,600/200/300mg
55504,Ethiopia,Air,29-Aug-12,29-Aug-12,HRDT,HIV test,20,27,864.0,32.0,1.6,10,490.23,
55518,Tanzania,Air,8-May-12,8-May-12,HRDT,HIV test,100,2870,229600.0,80.0,0.8,1368,24308.25,
55520,Ethiopia,Air,14-Mar-12,14-Mar-12,HRDT,HIV test,1,175,4287.5,24.5,24.5,1,1437.62,
55522,South Africa,Ocean,4-Apr-11,4-Apr-11,ARV,Pediatric,240,27910,59169.2,2.12,0.01,10346,3961.7,10mg/ml
55568,South Africa,Truck,25-Jun-14,25-Jun-14,ARV,Adult,30,8,157.41,19.68,0.66,Weight Captured Separately,Freight Included in Commodity Cost,400mg
55643,Vietnam,Air,5-Feb-15,5-Feb-15,ARV,Adult,60,10000,64900.0,6.49,0.11,See ASN-29768 (ID#:13555),See ASN-29768 (ID#:13555),150/300mg
55679,Tanzania,Air,7-Dec-12,30-Nov-12,HRDT,HIV test,100,2744,219520.0,80.0,0.8,1303,22158.58,
55706,Haiti,Air,7-Aug-12,7-Aug-12,ARV,Adult,60,384,1121.28,2.92,0.05,20,950.05,150/30mg
55712,Vietnam,Air,3-Sep-15,3-Sep-15,ARV,Adult,30,15552,147744.0,9.5,0.32,See ASN-33266 (ID#:44615),See ASN-33266 (ID#:44615),600/300/300mg
55715,Mozambique,Air,4-Nov-13,4-Nov-13,HRDT,HIV test,100,645,51600.0,80.0,0.8,267,3453.53,
55716,South Africa,Truck,9-Mar-15,9-Mar-15,ARV,Adult,30,6,85.31,14.22,0.47,Weight Captured Separately,Freight Included in Commodity Cost,400mg
55730,Mozambique,Air,20-Jan-15,20-Jan-15,ARV,Adult,60,40,2220.0,55.5,0.92,Weight Captured Separately,Freight Included in Commodity Cost,400mg
55737,Tanzania,Air,7-Aug-10,7-Aug-10,ARV,Adult,60,28755,74763.0,2.6,0.04,3392,20294.85,200mg
55764,Namibia,Air,29-Apr-10,29-Apr-10,HRDT,HIV test,20,2000,64000.0,32.0,1.6,687,17918.72,
55765,South Africa,Truck,11-Jul-14,11-Jul-14,ARV,Pediatric,60,1,25.69,25.69,0.43,Weight Captured Separately,Freight Included in Commodity Cost,150mg
55783,Rwanda,Air,27-Jan-10,27-Jan-10,ARV,Adult,60,9270,179189.1,19.33,0.32,1010,16847.52,300mg
55814,Sudan,Air,6-Jan-12,6-Jan-12,HRDT,HIV test,100,129,11481.0,89.0,0.89,60,1133.17,
55862,Haiti,Air,4-Jan-13,4-Jan-13,ARV,Pediatric,60,2516,11573.6,4.6,0.08,118,1442.83,60/30mg
55890,South Africa,Truck,16-Apr-13,16-Apr-13,ARV,Adult,60,1152,34884.66,30.28,0.5,Weight Captured Separately,Freight Included in Commodity Cost,150/300mg
55894,Nigeria,Air,23-Jul-15,23-Jul-15,ARV,Adult,30,9070,163260.0,18.0,0.6,Weight Captured Separately,Invoiced Separately,300/100mg
55904,Tanzania,Air,31-Dec-12,31-Dec-12,HRDT,HIV test,100,2352,188160.0,80.0,0.8,1016,19026.72,
55914,Nigeria,Air,18-Sep-13,24-Sep-13,HRDT,HIV test,100,3072,273408.0,89.0,0.89,1248,13383.47,
55922,South Africa,Truck,5-Nov-14,5-Nov-14,ARV,Pediatric,240,20,143.05,7.15,0.03,Weight Captured Separately,Freight Included in Commodity Cost,10mg/ml
56005,Haiti,Air,14-Oct-14,14-Oct-14,ARV,Pediatric,60,3184,6336.16,1.99,0.03,250,2794.21,30/60mg
56016,South Sudan,Air,3-Jun-15,3-Jun-15,HRDT,HIV test - Ancillary,100,45,360.0,8.0,0.08,See ASN-31321 (ID#:30363),See ASN-31321 (ID#:30363),
56022,South Africa,Truck,3-Oct-14,3-Oct-14,ARV,Adult,60,5,124.77,24.95,0.42,Weight Captured Separately,Freight Included in Commodity Cost,300mg
56029,Rwanda,Air,28-Apr-14,16-Jun-14,HRDT,HIV test,1,4230,103635.0,24.5,24.5,2820,37130.88,
56057,Nigeria,Air,14-Jul-15,14-Jul-15,HRDT,HIV test,100,6388,568532.0,89.0,0.89,2590,Freight Included in Commodity Cost,
56084,Zambia,Air,5-Aug-13,31-Jul-13,HRDT,HIV test,100,2929,234320.0,80.0,0.8,1214,18875.83,
56106,Tanzania,Air,25-May-12,25-May-12,HRDT,HIV test,100,2737,218960.0,80.0,0.8,1300,23269.06,
56107,Vietnam,Air,3-Nov-14,3-Nov-14,ARV,Adult,60,16185,105040.65,6.49,0.11,See ASN-28248 (ID#:48994),See ASN-28248 (ID#:48994),150/300mg
56118,South Africa,Truck,27-Oct-09,27-Oct-09,ARV,Adult,60,4500,20364.96,4.53,0.08,Weight Captured Separately,Freight Included in Commodity Cost,30mg
56125,Cameroon,Air,8-Jan-14,8-Jan-14,ARV,Adult,30,37732,420711.8,11.15,0.37,4962,63818.03,600/300/300mg
56165,Côte d'Ivoire,Air,27-Apr-10,27-Apr-10,ARV,Adult,180,2000,100000.0,50.0,0.28,518,1434.5,400mg
56167,South Africa,Truck,31-May-10,31-May-10,ARV,Adult,60,100,3988.5,39.88,0.66,Weight Captured Separately,Freight Included in Commodity Cost,300mg
56194,Zimbabwe,Air Charter,14-Jun-14,14-Jun-14,ARV,Adult,30,25811,118472.49,4.59,0.15,2829,24936.5,300/300mg
56234,Kenya,Air,16-Feb-12,16-Feb-12,HRDT,HIV test,20,18000,576000.0,32.0,1.6,5876,40091.65,
56301,"Congo, DRC",Air,10-Nov-14,10-Nov-14,ARV,Pediatric,30,440,550.0,1.25,0.04,See ASN-27933 (ID#:22761),See ASN-27933 (ID#:22761),50mg
56310,South Africa,Truck,13-Jan-14,13-Jan-14,ARV,Pediatric,240,4,26.78,6.7,0.03,Weight Captured Separately,Freight Included in Commodity Cost,10mg/ml
56320,South Africa,Air,8-Jun-10,8-Jun-10,ARV,Adult,60,26540,197192.2,7.43,0.12,1431,4885.21,300mg
56331,Haiti,Ocean,22-Oct-12,22-Oct-12,ARV,Adult,120,2160,54000.0,25.0,0.21,See ASN-15571 (ID#:21091),See ASN-15571 (ID#:21091),200/50mg
56332,Côte d'Ivoire,Air,29-Apr-14,29-Apr-14,ARV,Adult,30,1200,9096.0,7.58,0.25,96,1510.05,250mg
56335,Mozambique,Air,2-Mar-14,2-Mar-14,ARV,Adult,30,800,16000.0,20.0,0.67,62,1045.5,400mg
56367,South Sudan,Air,3-Oct-14,3-Oct-14,HRDT,HIV test - Ancillary,1,160,800.0,5.0,5.0,See ASN-27328 (ID#:27829),See ASN-27328 (ID#:27829),
56395,South Africa,Truck,26-Jan-15,26-Jan-15,ARV,Adult,30,11,240.14,21.83,0.73,Weight Captured Separately,Freight Included in Commodity Cost,200/300mg
56416,Uganda,Air,23-Jul-12,23-Jul-12,ARV,Adult,30,20617,70097.8,3.4,0.11,1770,7651.56,600mg
56464,South Africa,Truck,24-Aug-15,24-Aug-15,ARV,Adult,30,8,122.18,15.27,0.51,Weight Captured Separately,Freight Included in Commodity Cost,400mg
56465,South Africa,Truck,2-Jun-15,2-Jun-15,ARV,Adult,30,38,428.22,11.27,0.38,Weight Captured Separately,Freight Included in Commodity Cost,600mg
56468,Cameroon,Air,10-Jun-14,10-Jun-14,HRDT,HIV test,100,5000,400000.0,80.0,0.8,2020,29918.58,
56487,Zambia,Air,17-Dec-10,21-Dec-10,HRDT,HIV test,100,2814,225120.0,80.0,0.8,1363,22746.62,
56495,Nigeria,Air,12-Sep-11,12-Sep-11,HRDT,HIV test,20,5791,185312.0,32.0,1.6,1918,24147.39,
56496,Guyana,Air,18-Apr-13,18-Apr-13,ARV,Pediatric,30,65,130.0,2.0,0.07,4,783.21,50mg
56505,South Africa,Ocean,6-Dec-11,6-Dec-11,ARV,Adult,60,129183,351377.76,2.72,0.05,Weight Captured Separately,Freight Included in Commodity Cost,200mg
56520,Sudan,Air,24-Jun-11,24-Jun-11,HRDT,HIV test,25,30,600.0,20.0,0.8,430,4500.71,
56524,Mozambique,Ocean,22-Nov-11,22-Nov-11,HRDT,HIV test,20,13300,425600.0,32.0,1.6,4472,23408.33,
58808,Vietnam,Air,14-May-12,14-May-12,ARV,Pediatric,30,435,974.4,2.24,0.07,25,1003.65,50mg
56550,Tanzania,Air,17-Nov-09,17-Nov-09,ARV,Adult,336,645,24742.2,38.36,0.11,1210,7015.04,100mg
56637,Côte d'Ivoire,Air,24-Jun-13,24-Jun-13,HRDT,HIV test,20,2000,58000.0,29.0,1.45,576,7168.62,
